LA_2023,Age16plus,Age9,VolFrqB_Pop,MEMS7GR_ALL,wt_final_online,year,age_group_code,age_group,vol_binary_A,vol_binary_A_label,activity_level_3cat,activity_level_3cat_label
91,1.0,2.0,0.0,0.0,0.9202852039072774,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
91,1.0,2.0,0.0,0.0,0.901010497528135,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
91,1.0,4.0,0.0,2.0,2.138972580906472,8,4,35-44,0,not_twiceplus_volunteer,2,active
91,1.0,7.0,,2.0,,8,7,65-74,,,2,active
91,1.0,3.0,2.0,2.0,2.290185190086453,8,3,25-34,1,twiceplus_volunteer,2,active
91,1.0,4.0,1.0,0.0,2.0229415024546524,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
91,1.0,5.0,0.0,2.0,1.1895419125905913,8,5,45-54,0,not_twiceplus_volunteer,2,active
91,1.0,5.0,,2.0,,8,5,45-54,,,2,active
91,1.0,5.0,,1.0,,8,5,45-54,,,1,fairly_active
91,1.0,7.0,,2.0,,8,7,65-74,,,2,active
91,1.0,9.0,,0.0,,8,9,85+,,,0,inactive
91,1.0,4.0,1.0,2.0,3.184424686124893,8,4,35-44,0,not_twiceplus_volunteer,2,active
91,1.0,,0.0,2.0,5.608155794905507,8,,,0,not_twiceplus_volunteer,2,active
91,1.0,6.0,,1.0,,8,6,55-64,,,1,fairly_active
91,1.0,8.0,,2.0,,8,8,75-84,,,2,active
91,1.0,8.0,,0.0,,8,8,75-84,,,0,inactive
91,1.0,5.0,0.0,0.0,3.4145001278226053,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
91,1.0,2.0,0.0,0.0,2.6877821819749976,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
91,1.0,6.0,0.0,2.0,3.2338480648357986,8,6,55-64,0,not_twiceplus_volunteer,2,active
91,1.0,6.0,0.0,0.0,1.1246526825063143,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
91,1.0,5.0,4.0,0.0,1.730007684356507,8,5,45-54,1,twiceplus_volunteer,0,inactive
91,1.0,9.0,0.0,2.0,1.975702934923836,8,9,85+,0,not_twiceplus_volunteer,2,active
91,1.0,4.0,,2.0,,8,4,35-44,,,2,active
91,1.0,2.0,0.0,0.0,3.4514215785348337,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
91,1.0,3.0,0.0,0.0,1.2907865778245011,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
91,1.0,5.0,2.0,2.0,0.9711707103634551,8,5,45-54,1,twiceplus_volunteer,2,active
91,1.0,5.0,0.0,2.0,0.6764822219815423,8,5,45-54,0,not_twiceplus_volunteer,2,active
91,1.0,6.0,3.0,2.0,1.5616502160413095,8,6,55-64,1,twiceplus_volunteer,2,active
91,1.0,6.0,0.0,2.0,0.7358522541096911,8,6,55-64,0,not_twiceplus_volunteer,2,active
91,1.0,8.0,0.0,1.0,3.980472697602372,8,8,75-84,0,not_twiceplus_volunteer,1,fairly_active
91,1.0,7.0,,1.0,,8,7,65-74,,,1,fairly_active
91,1.0,5.0,0.0,2.0,1.5039874971955982,8,5,45-54,0,not_twiceplus_volunteer,2,active
91,1.0,8.0,0.0,0.0,2.2432211809796656,8,8,75-84,0,not_twiceplus_volunteer,0,inactive
91,1.0,4.0,0.0,2.0,1.7142784060921143,8,4,35-44,0,not_twiceplus_volunteer,2,active
91,1.0,8.0,,1.0,,8,8,75-84,,,1,fairly_active
91,1.0,3.0,1.0,0.0,1.5842754105820274,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
91,1.0,6.0,0.0,2.0,4.6646124331631595,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,0.0,2.1090580614626897,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
107,1.0,3.0,4.0,2.0,0.8746661257654181,8,3,25-34,1,twiceplus_volunteer,2,active
107,1.0,3.0,0.0,0.0,0.3637810412048994,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
107,1.0,4.0,0.0,1.0,0.4419697979461789,8,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,4.0,0.0,0.0,0.5024261433605648,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
107,1.0,5.0,0.0,2.0,1.0977295636861448,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,7.0,0.0,2.0,0.3243262315981641,8,7,65-74,0,not_twiceplus_volunteer,2,active
107,1.0,8.0,,0.0,,8,8,75-84,,,0,inactive
107,1.0,8.0,,0.0,,8,8,75-84,,,0,inactive
107,1.0,3.0,1.0,2.0,1.1895281254925352,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,2.0,0.0,0.0,2.1807586464420696,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
107,1.0,7.0,2.0,2.0,1.5771601228004608,8,7,65-74,1,twiceplus_volunteer,2,active
107,1.0,5.0,0.0,2.0,0.2032653321168129,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,2.0,0.2365274571488301,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,9.0,0.0,0.0,0.6001743842543491,8,9,85+,0,not_twiceplus_volunteer,0,inactive
107,1.0,6.0,,2.0,,8,6,55-64,,,2,active
107,1.0,7.0,0.0,2.0,0.2497373837024072,8,7,65-74,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,2.0,1.1199030726287194,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,0.0,0.8087753466667121,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
107,1.0,5.0,1.0,2.0,0.2454709769095429,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,5.0,4.0,0.0,0.2767923189092877,8,5,45-54,1,twiceplus_volunteer,0,inactive
107,1.0,5.0,4.0,0.0,0.2407391376591441,8,5,45-54,1,twiceplus_volunteer,0,inactive
107,1.0,4.0,0.0,0.0,0.3422246199823724,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
107,1.0,4.0,0.0,2.0,0.4333019648255218,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,4.0,2.0,0.4745724378137033,8,4,35-44,1,twiceplus_volunteer,2,active
107,1.0,4.0,2.0,2.0,1.8418063744896789,8,4,35-44,1,twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.3221936607952253,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,5.0,0.0,2.0,0.342031072920499,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,2.0,0.8210736981256438,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,1.0,2.0,0.1898289784219643,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,4.0,2.0,0.6074503366426004,8,3,25-34,1,twiceplus_volunteer,2,active
107,1.0,6.0,0.0,0.0,0.4666628763347412,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
107,1.0,6.0,0.0,2.0,0.4478274255683982,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,6.0,0.0,2.0,0.2541098009243879,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.7549185382812217,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,6.0,,2.0,,8,6,55-64,,,2,active
107,1.0,6.0,,1.0,,8,6,55-64,,,1,fairly_active
107,1.0,6.0,0.0,2.0,0.8731264950710489,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,6.0,0.0,0.0,0.911392013380772,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
107,1.0,8.0,,2.0,,8,8,75-84,,,2,active
107,1.0,7.0,0.0,2.0,0.7170554588821119,8,7,65-74,0,not_twiceplus_volunteer,2,active
107,1.0,5.0,0.0,2.0,0.2267707899617772,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.4594401155951305,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,5.0,,2.0,,8,5,45-54,,,2,active
107,1.0,2.0,0.0,2.0,1.358174277636326,8,2,16-24,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,2.0,0.7681146362952433,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,1.0,0.404387673333356,8,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,6.0,0.0,2.0,0.6223841359454697,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,7.0,0.0,2.0,0.4755693139167837,8,7,65-74,0,not_twiceplus_volunteer,2,active
107,1.0,7.0,0.0,1.0,1.365472658064317,8,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,7.0,,0.0,,8,7,65-74,,,0,inactive
107,1.0,3.0,0.0,1.0,0.4056850261142092,8,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,3.0,0.0,2.0,0.6337676753248066,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.7468449185413187,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,8.0,,2.0,,8,8,75-84,,,2,active
107,1.0,3.0,,2.0,,8,3,25-34,,,2,active
107,1.0,2.0,,2.0,,8,2,16-24,,,2,active
107,1.0,4.0,0.0,1.0,0.2244283816532564,8,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,3.0,0.0,2.0,0.4130384823679319,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,5.0,0.0,2.0,0.3524027592465827,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.2898405146578259,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,6.0,0.0,2.0,0.2354651446280005,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.3336638346731859,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,8.0,,2.0,,8,8,75-84,,,2,active
107,1.0,7.0,,0.0,,8,7,65-74,,,0,inactive
107,1.0,6.0,0.0,0.0,0.4792139255436938,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
107,1.0,4.0,0.0,0.0,0.3438965576759636,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
107,1.0,7.0,,2.0,,8,7,65-74,,,2,active
107,1.0,2.0,0.0,2.0,0.9735684487325914,8,2,16-24,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,,2.0,0.6693537887847643,8,3,25-34,,,2,active
107,1.0,4.0,0.0,1.0,1.384987763034559,8,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,4.0,,0.0,,8,4,35-44,,,0,inactive
107,1.0,2.0,0.0,0.0,1.4957301738342808,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
107,1.0,7.0,0.0,0.0,1.482892495537411,8,7,65-74,0,not_twiceplus_volunteer,0,inactive
107,1.0,3.0,0.0,0.0,1.296670375259245,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
107,1.0,6.0,,0.0,,8,6,55-64,,,0,inactive
107,1.0,2.0,0.0,1.0,0.5814763514481555,8,2,16-24,0,not_twiceplus_volunteer,1,fairly_active
107,1.0,4.0,0.0,2.0,0.4795981969686993,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,2.0,0.3860141225086768,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,0.0,0.3495455908862266,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
107,1.0,2.0,0.0,0.0,1.228020090264241,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
107,1.0,5.0,0.0,0.0,0.7916683953805635,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
107,1.0,5.0,4.0,2.0,0.9593259796057748,8,5,45-54,1,twiceplus_volunteer,2,active
107,1.0,5.0,0.0,2.0,0.7751082069979803,8,5,45-54,0,not_twiceplus_volunteer,2,active
107,1.0,6.0,0.0,2.0,0.5176246567973052,8,6,55-64,0,not_twiceplus_volunteer,2,active
107,1.0,2.0,0.0,2.0,0.5576406976171111,8,2,16-24,0,not_twiceplus_volunteer,2,active
107,1.0,2.0,1.0,2.0,1.403641167918205,8,2,16-24,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,0.0,2.0,0.8087753466667121,8,3,25-34,0,not_twiceplus_volunteer,2,active
107,1.0,4.0,0.0,2.0,0.5131742231797366,8,4,35-44,0,not_twiceplus_volunteer,2,active
107,1.0,3.0,2.0,0.0,0.9771143182278268,8,3,25-34,1,twiceplus_volunteer,0,inactive
109,1.0,6.0,,0.0,,8,6,55-64,,,0,inactive
109,1.0,5.0,,0.0,,8,5,45-54,,,0,inactive
109,1.0,6.0,0.0,0.0,0.3292354345132029,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
109,1.0,7.0,,0.0,,8,7,65-74,,,0,inactive
109,1.0,6.0,0.0,2.0,0.4559805379838527,8,6,55-64,0,not_twiceplus_volunteer,2,active
109,1.0,3.0,0.0,2.0,0.5209309062899222,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,7.0,0.0,2.0,0.9209446028717448,8,7,65-74,0,not_twiceplus_volunteer,2,active
109,1.0,5.0,0.0,1.0,1.6153024365367998,8,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
109,1.0,3.0,0.0,2.0,1.1482839524706827,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,4.0,0.0,2.0,1.0657903570875342,8,4,35-44,0,not_twiceplus_volunteer,2,active
109,1.0,7.0,,0.0,,8,7,65-74,,,0,inactive
109,1.0,7.0,,0.0,,8,7,65-74,,,0,inactive
109,1.0,3.0,0.0,2.0,1.1160788108776185,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,6.0,0.0,2.0,1.4902621996215786,8,6,55-64,0,not_twiceplus_volunteer,2,active
109,1.0,7.0,,2.0,,8,7,65-74,,,2,active
109,1.0,6.0,,0.0,,8,6,55-64,,,0,inactive
109,1.0,3.0,0.0,2.0,2.3493018786670836,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,4.0,0.0,2.0,2.9188590687956837,8,4,35-44,0,not_twiceplus_volunteer,2,active
109,1.0,3.0,0.0,2.0,1.5662013355264826,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,2.0,2.0,0.0,2.9337919826737338,8,2,16-24,1,twiceplus_volunteer,0,inactive
109,1.0,6.0,,2.0,,8,6,55-64,,,2,active
109,1.0,4.0,0.0,0.0,0.3220844417006701,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
109,1.0,5.0,0.0,0.0,0.3621507069222089,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
109,1.0,4.0,,1.0,,8,4,35-44,,,1,fairly_active
109,1.0,5.0,0.0,0.0,2.0975632236156616,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
109,1.0,5.0,0.0,0.0,1.9488127175844951,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
109,1.0,3.0,0.0,2.0,0.5454794558763003,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,3.0,0.0,2.0,1.1517664252930095,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,4.0,0.0,2.0,0.4616275790008794,8,4,35-44,0,not_twiceplus_volunteer,2,active
109,1.0,4.0,0.0,2.0,0.6469310398583545,8,4,35-44,0,not_twiceplus_volunteer,2,active
109,1.0,7.0,2.0,2.0,0.9584729673768948,8,7,65-74,1,twiceplus_volunteer,2,active
109,1.0,7.0,0.0,1.0,1.262054128891073,8,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
109,1.0,4.0,0.0,0.0,3.100137469337434,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
109,1.0,7.0,4.0,2.0,0.6280608251661424,8,7,65-74,1,twiceplus_volunteer,2,active
109,1.0,3.0,0.0,2.0,0.7553198626413447,8,3,25-34,0,not_twiceplus_volunteer,2,active
109,1.0,2.0,,0.0,,8,2,16-24,,,0,inactive
109,1.0,3.0,,0.0,,8,3,25-34,,,0,inactive
109,1.0,5.0,0.0,0.0,2.5683908156163864,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
109,1.0,2.0,0.0,2.0,0.8059798309500852,8,2,16-24,0,not_twiceplus_volunteer,2,active
109,1.0,5.0,0.0,0.0,1.333624309672822,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
109,1.0,,,2.0,,8,,,,,2,active
109,1.0,5.0,0.0,1.0,0.4937182715695079,8,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
109,1.0,6.0,0.0,1.0,0.3681597939149619,8,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
109,1.0,8.0,,2.0,,8,8,75-84,,,2,active
112,1.0,2.0,0.0,2.0,1.870197626063472,8,2,16-24,0,not_twiceplus_volunteer,2,active
112,1.0,5.0,0.0,2.0,0.6199755475171381,8,5,45-54,0,not_twiceplus_volunteer,2,active
112,1.0,7.0,4.0,0.0,0.3285074889108103,8,7,65-74,1,twiceplus_volunteer,0,inactive
112,1.0,2.0,1.0,2.0,1.4900631987980708,8,2,16-24,0,not_twiceplus_volunteer,2,active
112,1.0,3.0,0.0,2.0,1.5958089088520362,8,3,25-34,0,not_twiceplus_volunteer,2,active
112,1.0,2.0,0.0,2.0,2.031291965838493,8,2,16-24,0,not_twiceplus_volunteer,2,active
112,1.0,7.0,0.0,0.0,0.4817004089141216,8,7,65-74,0,not_twiceplus_volunteer,0,inactive
112,1.0,5.0,0.0,2.0,2.0402243577653096,8,5,45-54,0,not_twiceplus_volunteer,2,active
112,1.0,2.0,3.0,2.0,2.539115086499591,8,2,16-24,1,twiceplus_volunteer,2,active
112,1.0,8.0,,2.0,,8,8,75-84,,,2,active
112,1.0,5.0,4.0,2.0,1.4771228813674593,8,5,45-54,1,twiceplus_volunteer,2,active
112,1.0,6.0,0.0,2.0,0.5171257868056603,8,6,55-64,0,not_twiceplus_volunteer,2,active
112,1.0,9.0,,1.0,,8,9,85+,,,1,fairly_active
112,1.0,4.0,0.0,2.0,1.403885721941447,8,4,35-44,0,not_twiceplus_volunteer,2,active
112,1.0,4.0,,2.0,,8,4,35-44,,,2,active
112,1.0,8.0,,2.0,,8,8,75-84,,,2,active
112,1.0,5.0,0.0,2.0,2.1659497427099916,8,5,45-54,0,not_twiceplus_volunteer,2,active
112,1.0,7.0,0.0,2.0,1.26280645738233,8,7,65-74,0,not_twiceplus_volunteer,2,active
112,1.0,7.0,0.0,0.0,1.2054303394098398,8,7,65-74,0,not_twiceplus_volunteer,0,inactive
112,1.0,7.0,,2.0,,8,7,65-74,,,2,active
112,1.0,2.0,1.0,2.0,2.031291965838493,8,2,16-24,0,not_twiceplus_volunteer,2,active
112,1.0,2.0,0.0,0.0,1.7157795333828612,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
112,1.0,5.0,,2.0,,8,5,45-54,,,2,active
112,1.0,7.0,0.0,2.0,0.6255694939598366,8,7,65-74,0,not_twiceplus_volunteer,2,active
112,1.0,3.0,0.0,0.0,1.4281501053952494,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
112,1.0,3.0,0.0,2.0,1.4281501053952494,8,3,25-34,0,not_twiceplus_volunteer,2,active
112,1.0,6.0,0.0,1.0,0.7753137139082238,8,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
112,1.0,5.0,0.0,2.0,1.0770855748369534,8,5,45-54,0,not_twiceplus_volunteer,2,active
112,1.0,4.0,0.0,2.0,0.8535232144210584,8,4,35-44,0,not_twiceplus_volunteer,2,active
112,1.0,4.0,0.0,0.0,0.7555661238582249,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
112,1.0,6.0,0.0,2.0,0.2931200650209887,8,6,55-64,0,not_twiceplus_volunteer,2,active
112,1.0,8.0,,0.0,,8,8,75-84,,,0,inactive
112,1.0,4.0,0.0,2.0,0.4318122064333607,8,4,35-44,0,not_twiceplus_volunteer,2,active
112,1.0,3.0,0.0,2.0,4.284450012447781,8,3,25-34,0,not_twiceplus_volunteer,2,active
112,1.0,3.0,0.0,1.0,0.5449633493736107,8,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
112,1.0,8.0,0.0,1.0,3.718901257229746,8,8,75-84,0,not_twiceplus_volunteer,1,fairly_active
112,1.0,4.0,0.0,0.0,1.7726503155946052,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
112,1.0,4.0,0.0,1.0,0.3702310511409082,8,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
112,1.0,7.0,0.0,2.0,0.4266225284564223,8,7,65-74,0,not_twiceplus_volunteer,2,active
112,1.0,6.0,0.0,2.0,1.3924412926493557,8,6,55-64,0,not_twiceplus_volunteer,2,active
112,1.0,3.0,0.0,1.0,0.3536924204783091,8,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
112,1.0,3.0,0.0,2.0,0.5319363406612954,8,3,25-34,0,not_twiceplus_volunteer,2,active
112,1.0,,,2.0,,8,,,,,2,active
112,1.0,3.0,,2.0,,8,3,25-34,,,2,active
112,1.0,3.0,,2.0,,8,3,25-34,,,2,active
112,1.0,6.0,,2.0,,8,6,55-64,,,2,active
112,1.0,5.0,,2.0,,8,5,45-54,,,2,active
112,1.0,6.0,0.0,0.0,0.5393345946165196,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
112,1.0,3.0,0.0,2.0,2.347079022666426,8,3,25-34,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,0.0,0.0,0.9404557320289236,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
114,1.0,5.0,0.0,2.0,1.927124029264031,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,8.0,,1.0,,8,8,75-84,,,1,fairly_active
114,1.0,8.0,,2.0,,8,8,75-84,,,2,active
114,1.0,4.0,0.0,1.0,2.1989494725011856,8,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
114,1.0,3.0,0.0,0.0,1.9248998692464463,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
114,1.0,5.0,2.0,2.0,1.3105892633674063,8,5,45-54,1,twiceplus_volunteer,2,active
114,1.0,4.0,0.0,0.0,0.3706527723593175,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
114,1.0,6.0,0.0,1.0,0.8540452291573545,8,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
114,1.0,5.0,0.0,2.0,0.4244223518583946,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,7.0,,2.0,,8,7,65-74,,,2,active
114,1.0,4.0,0.0,2.0,1.7591595556934312,8,4,35-44,0,not_twiceplus_volunteer,2,active
114,1.0,4.0,0.0,2.0,1.1982412396871578,8,4,35-44,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,0.0,1.0,0.6953501271479495,8,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
114,1.0,2.0,4.0,1.0,1.3261196973863587,8,2,16-24,1,twiceplus_volunteer,1,fairly_active
114,1.0,5.0,0.0,2.0,0.6410769618737191,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,,0.0,,8,5,45-54,,,0,inactive
114,1.0,7.0,0.0,2.0,1.222687713995065,8,7,65-74,0,not_twiceplus_volunteer,2,active
114,1.0,7.0,0.0,2.0,1.3805393639342225,8,7,65-74,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,0.0,2.0,0.9172203679268848,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,0.0,2.0,0.5440447411187536,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,6.0,,2.0,,8,6,55-64,,,2,active
114,1.0,6.0,,2.0,,8,6,55-64,,,2,active
114,1.0,5.0,0.0,0.0,1.834440735853769,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
114,1.0,4.0,0.0,0.0,0.5389599013450076,8,4,35-44,0,not_twiceplus_volunteer,0,inactive
114,1.0,5.0,0.0,2.0,0.3357954840059178,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,6.0,4.0,2.0,0.4713436434653352,8,6,55-64,1,twiceplus_volunteer,2,active
114,1.0,5.0,,2.0,,8,5,45-54,,,2,active
114,1.0,8.0,,0.0,,8,8,75-84,,,0,inactive
114,1.0,5.0,0.0,2.0,0.7144932435245728,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,6.0,0.0,2.0,2.288076337886468,8,6,55-64,0,not_twiceplus_volunteer,2,active
114,1.0,6.0,0.0,0.0,0.8970511429536222,8,6,55-64,0,not_twiceplus_volunteer,0,inactive
114,1.0,6.0,,2.0,,8,6,55-64,,,2,active
114,1.0,6.0,0.0,2.0,0.4502935575986779,8,6,55-64,0,not_twiceplus_volunteer,2,active
114,1.0,3.0,0.0,2.0,0.9142864547595154,8,3,25-34,0,not_twiceplus_volunteer,2,active
114,1.0,4.0,0.0,2.0,1.8684134662312375,8,4,35-44,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,1.0,2.0,2.261903921941479,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,9.0,,2.0,,8,9,85+,,,2,active
114,1.0,,0.0,2.0,1.5285517824315633,8,,,0,not_twiceplus_volunteer,2,active
114,1.0,6.0,0.0,2.0,0.6273162290901165,8,6,55-64,0,not_twiceplus_volunteer,2,active
114,1.0,8.0,,2.0,,8,8,75-84,,,2,active
114,1.0,2.0,,1.0,,8,2,16-24,,,1,fairly_active
114,1.0,5.0,0.0,0.0,1.9502284361592472,8,5,45-54,0,not_twiceplus_volunteer,0,inactive
114,1.0,7.0,0.0,2.0,0.8325625335090606,8,7,65-74,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,,0.0,0.988162392343154,8,5,45-54,,,0,inactive
114,1.0,3.0,0.0,1.0,2.6894227746159336,8,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
114,1.0,7.0,0.0,2.0,0.7838311376488813,8,7,65-74,0,not_twiceplus_volunteer,2,active
114,1.0,5.0,0.0,2.0,0.3176712010959207,8,5,45-54,0,not_twiceplus_volunteer,2,active
114,1.0,7.0,0.0,2.0,2.3904851876752815,8,7,65-74,0,not_twiceplus_volunteer,2,active
114,1.0,3.0,2.0,2.0,0.5608138565449303,8,3,25-34,1,twiceplus_volunteer,2,active
114,1.0,2.0,0.0,0.0,0.4742489403879555,8,2,16-24,0,not_twiceplus_volunteer,0,inactive
117,1.0,7.0,,2.0,0.5674481435731225,8,7,65-74,,,2,active
117,1.0,6.0,2.0,2.0,5.7295708693004155,8,6,55-64,1,twiceplus_volunteer,2,active
117,1.0,5.0,,0.0,,8,5,45-54,,,0,inactive
117,1.0,7.0,,2.0,,8,7,65-74,,,2,active
117,1.0,5.0,0.0,2.0,0.4396017663182637,8,5,45-54,0,not_twiceplus_volunteer,2,active
117,1.0,5.0,0.0,2.0,0.6825165396732757,8,5,45-54,0,not_twiceplus_volunteer,2,active
117,1.0,3.0,0.0,2.0,0.7190901967923096,8,3,25-34,0,not_twiceplus_volunteer,2,active
117,1.0,3.0,0.0,2.0,1.4157352870499929,8,3,25-34,0,not_twiceplus_volunteer,2,active
117,1.0,,,0.0,,8,,,,,0,inactive
117,1.0,7.0,,2.0,,8,7,65-74,,,2,active
117,1.0,3.0,0.0,0.0,2.0675192862996816,8,3,25-34,0,not_twiceplus_volunteer,0,inactive
117,1.0,4.0,0.0,2.0,1.0533171611859709,8,4,35-44,0,not_twiceplus_volunteer,2,active
117,1.0,4.0,0.0,2.0,1.0533171611859709,8,4,35-44,0,not_twiceplus_volunteer,2,active
117,1.0,4.0,0.0,1.0,0.4227111624097467,8,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
