year,survey_wave,geography_code,geography_name,inner_outer,inactive_rate,fairly_active_rate,active_rate,effective_n,population_age_16_34_rate,population_age_65_plus_rate,earnings_relative_to_london,economic_inactivity_rate,net_migration_per_1000,personal_safety_crime_rate_per_1000,property_public_space_crime_rate_per_1000,selected_recorded_crime_rate_per_1000
3,2017/18,E09000008,Croydon,Outer London,0.2256735699764384,0.1125949758440786,0.6617314541794829,271.53948080660547,0.3207588068760305,0.1683766971669545,0.9612466622300492,0.209,-5.736448931392587,28.216440672561216,32.04568548480928,60.2621261573705
3,2017/18,E09000009,Ealing,Outer London,0.2129348447272384,0.1188674296272499,0.6681977256455117,295.65064247655425,0.3470599997242026,0.1463967069790532,0.9153316836309748,0.214,-11.128256380969116,26.19578607049471,33.35058226596022,59.54636833645493
3,2017/18,E09000010,Enfield,Outer London,0.2570776890604194,0.1151802281382401,0.6277420828013405,290.2988429574333,0.3223558502866134,0.1691232612310232,0.8114555913631073,0.267,-6.790419161676646,25.748386107972884,38.0175100607715,63.76589616874438
3,2017/18,E09000011,Greenwich,Outer London,0.1854397678415368,0.1434771745769816,0.6710830575814815,263.5102377201027,0.3707277987981304,0.1296550189183173,0.9881322390523208,0.242,-0.2449496628442855,30.79519483228838,37.45001434631359,68.24520917860197
3,2017/18,E09000012,Hackney,Inner London,0.1862285024615959,0.1077443450916287,0.7060271524467754,290.65571512181293,0.4490791588692533,0.0914807464776118,0.9696265822785496,0.257,0.1878216445663198,36.386103250612194,52.725636700411805,89.11173995102399
3,2017/18,E09000013,Hammersmith and Fulham,Inner London,0.2214254927486442,0.0954227668593896,0.6831517403919661,294.6094038788025,0.433995437530721,0.1170928752378911,1.1906469735577434,0.1889999999999999,0.3385580600623158,32.94186185072888,56.66847617408344,89.61033802481231
3,2017/18,E09000014,Haringey,Inner London,0.2143132524336971,0.1200118466190688,0.6656749009472339,275.94379956895744,0.3854026951363321,0.1186436100784056,0.962643315571466,0.226,-11.019544924154026,37.513148196198124,49.1291351874594,86.64228338365751
3,2017/18,E09000015,Harrow,Outer London,0.2847640486254464,0.1253141763342658,0.5899217750402878,295.36696512268765,0.3251479018905405,0.1853848342100568,0.9338373404047464,0.1969999999999999,-3.613470278341113,18.313804516608805,22.721755782546207,41.03556029915501
3,2017/18,E09000016,Havering,Outer London,0.2306915536750066,0.1170872695737303,0.6522211767512629,294.48526748726664,0.2992110842423572,0.2224925122712216,0.951120925504778,0.17,3.0745016954121644,24.26533914702486,31.402430782183533,55.66776992920839
3,2017/18,E09000017,Hillingdon,Outer London,0.2740701869349372,0.1124881368915047,0.6134416761735579,301.2197717280837,0.3392942860752032,0.1669122910438334,0.9282507270390796,0.216,0.6153581483674813,25.997578949228622,43.959964302755054,69.95754325198368
3,2017/18,E09000018,Hounslow,Outer London,0.2586355000911932,0.1229841369182811,0.6183803629905256,287.36234444750755,0.348263924379719,0.1427790542131997,0.9315677787249442,0.182,-2.280769365518691,28.927562260466306,39.464556770106775,68.39211903057308
3,2017/18,E09000019,Islington,Inner London,0.148440474098553,0.0823319307270486,0.7692275951743983,271.9204571814721,0.4667299214822948,0.1058256619101177,1.2005981286153375,0.1969999999999999,2.813238023418062,38.90878988561108,62.804033714629746,101.71282360024082
3,2017/18,E09000020,Kensington and Chelsea,Inner London,0.2036126008426856,0.0635913264443563,0.7327960727129581,281.32633675004706,0.3417246241345986,0.1647866795519716,1.1707446634425551,0.352,-6.277320150062975,34.217258628305196,73.72147720979456,107.93873583809975
3,2017/18,E09000021,Kingston upon Thames,Outer London,0.1784547501775229,0.1209820125672036,0.7005632372552734,260.8148278827604,0.3234217749313815,0.1732210843195702,1.0993407613626265,0.2239999999999999,-5.156197215653504,21.31711354706418,34.65734779628338,55.97446134334756
3,2017/18,E09000022,Lambeth,Inner London,0.1658018881619492,0.1049451413397689,0.7292529704982819,281.8438610377351,0.4575681499916558,0.0943034806016499,1.0773434712353132,0.178,0.5502807647990563,33.431684688732666,47.52612024695691,80.95780493568958
3,2017/18,E09000023,Lewisham,Inner London,0.1715213802192461,0.1110445340996779,0.7174340856810759,290.9369238419776,0.3787275890138133,0.1147706941362654,0.9622941522361118,0.174,-3.9125515048148136,29.954435831701588,34.139271006336706,64.09370683803829
3,2017/18,E09000024,Merton,Outer London,0.1891917045019613,0.109516837573789,0.7012914579242496,289.43371535475023,0.3349368610944077,0.1510419075812942,1.0371896876695827,0.148,-9.029888375406507,19.653070387244792,28.826971825661932,48.480042212906724
3,2017/18,E09000025,Newham,Inner London,0.3063253123367763,0.162047144497699,0.5316275431655243,281.0486716285897,0.444044214385043,0.0880651896053465,0.830834156475264,0.271,0.8445308645558232,33.87181050881945,47.981183621250516,81.85299413006996
3,2017/18,E09000026,Redbridge,Outer London,0.2482107633894237,0.1345103176559169,0.6172789189546594,281.8591255292994,0.3470054310193798,0.1544420065572676,0.9703249089492576,0.271,-5.018763700415424,24.238139559017633,33.72389794945469,57.96203750847232
3,2017/18,E09000027,Richmond upon Thames,Outer London,0.1273220459733863,0.094380245944952,0.7782977080816617,280.27762417245134,0.2527804765800777,0.1935147780732256,1.1829653801799516,0.193,-6.985627970921119,17.46552056587881,31.840831362838326,49.306351928717135
3,2017/18,E09000028,Southwark,Inner London,0.1556612428074288,0.1000429169876889,0.7442958402048823,277.5589481684028,0.4404726955309996,0.0958347522810808,1.0289843492887596,0.174,3.7617716398490137,35.94322885866351,51.80044083651416,87.74366969517767
3,2017/18,E09000029,Sutton,Outer London,0.2658076488568293,0.1505572577812814,0.5836350933618893,286.3588232981681,0.2847549720046853,0.1892336090958709,0.9579296105441846,0.162,1.3670341176812777,19.971623954300654,25.387986611165665,45.35961056546632
3,2017/18,E09000030,Tower Hamlets,Inner London,0.2168461799247692,0.1127139173588309,0.6704399027163997,270.16425936879995,0.5313215864485692,0.069449431848669,1.0956745463414077,0.2269999999999999,14.667555407432095,35.031129862368545,46.032503500994544,81.0636333633631
3,2017/18,E09000031,Waltham Forest,Outer London,0.2665776705620762,0.1023575334114542,0.6310647960264696,269.738420668753,0.3714402081683448,0.1250729720556624,0.9247590936855378,0.195,-6.097321253060276,27.89133493929926,36.56355093376583,64.4548858730651
3,2017/18,E09000032,Wandsworth,Inner London,0.1568798397832181,0.1015508728803218,0.7415692873364601,264.24849059791296,0.4451822050683791,0.1105477963489934,1.2145646620295047,0.163,-1.3260075694190636,24.63374844697653,36.81610287590222,61.44985132287874
3,2017/18,E09000033,Westminster,Inner London,0.1929555259979349,0.105960702663868,0.7010837713381971,292.3961396782334,0.3930504462251464,0.1392466963779632,1.3217578059832369,0.28,-2.3538605218518307,63.86256855260244,170.35574722634325,234.21831577894568
4,2018/19,E09000002,Barking and Dagenham,Outer London,0.3962886574014075,0.1026370300205069,0.5010743125780855,283.3680767505027,0.3698981019229454,0.1187339521408543,0.7948991378381518,0.257,-4.38243734805418,34.1702545255861,35.12260786088315,69.29286238646925
4,2018/19,E09000003,Barnet,Outer London,0.2422700661312637,0.1508378875827892,0.6068920462859471,279.25361095588835,0.3253482325464363,0.1776808583391936,0.9052736678054876,0.217,-0.1587342225863437,22.446255624808806,38.62724757362027,61.07350319842907
4,2018/19,E09000004,Bexley,Outer London,0.2550917969041907,0.1056532873407842,0.6392549157550249,295.2045020883723,0.2935367584734945,0.2084597081380268,0.933964294861217,0.208,1.5083812474150724,23.685801912126593,31.859757541157258,55.54555945328385
4,2018/19,E09000005,Brent,Outer London,0.3038791820616311,0.1205087156102285,0.5756121023281405,284.7123976966041,0.3766076047316419,0.1381984796268565,0.8843463868942496,0.23,-6.40715667311412,30.65572306424709,35.87016331857349,66.52588638282057
4,2018/19,E09000006,Bromley,Outer London,0.195558422462491,0.0980706244686381,0.7063709530688708,306.1562361351567,0.2637348970777777,0.2192156655838038,1.077248661745419,0.191,-1.4281745935892172,22.02658474662027,34.48072749350938,56.50731224012965
4,2018/19,E09000007,Camden,Inner London,0.1673296863273491,0.1367079512737481,0.6959623623989026,294.2772416679555,0.4229620284963765,0.1383587004603765,1.1172467712289949,0.258,9.4088497531501,41.68165726318373,101.83837771700566,143.5200349801894
4,2018/19,E09000008,Croydon,Outer London,0.2355246716304284,0.136793663841424,0.6276816645281477,281.93774968955603,0.3206524912890856,0.1693161688846785,0.9479720716001908,0.21,0.2841469065105479,29.366545110831744,33.59436359238941,62.96090870322116
4,2018/19,E09000009,Ealing,Outer London,0.2519423087138687,0.1571241410177135,0.5909335502684177,244.93608022105985,0.3438722239082325,0.1477479259231474,0.898185395238778,0.236,-6.806721773886148,27.442166508832933,36.788589439014686,64.23075594784763
4,2018/19,E09000010,Enfield,Outer London,0.1882597221235745,0.1263952968598321,0.6853449810165932,285.32056921196755,0.3200560934171139,0.1707844217485273,0.8271339011772362,0.287,-5.248380580693478,29.496132613179217,39.58392938442745,69.08006199760666
4,2018/19,E09000011,Greenwich,Outer London,0.2234219197070333,0.1396819753827576,0.636896104910209,254.9177263415005,0.3679307933520101,0.1301758753084085,0.978012845811484,0.193,-1.991637896636075,32.800593931658476,42.48788798689829,75.28848191855677
4,2018/19,E09000012,Hackney,Inner London,0.2228113928442023,0.1016795002705868,0.6755091068852109,280.6972253640038,0.445190882788794,0.0933220426693011,0.9702494996669924,0.242,-5.75942819524123,39.63681609191799,59.86704986726925,99.50386595918724
4,2018/19,E09000013,Hammersmith and Fulham,Inner London,0.1807275188555807,0.0885262449885156,0.7307462361559034,273.0862896593099,0.4340271207820876,0.1193251340271207,1.2286339115630034,0.214,-7.716294905654373,34.69020106074408,58.22165009935089,92.91185116009497
